"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-az","udpipe.misc.B-if","udpipe.misc.B-n_","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","1988","1988","44","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","s.27","s.27","46","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","47","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","48","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pískovcový","pískovcový","1","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","kvádr","kvádr","2","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zjištěný","zjištěný","4","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","v","v","5","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","severní","severní","6","O","","","","","","Loc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","obvodové","obvodový","7","O","","","","","","Loc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","stěně","stěna","8","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sklepa","sklep","9","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","by","být","11","O","","","","","Imp","","","","","","","","Cnd","","","","","","","","","","","","","","Fin","","","","","","","","","","","","","",""
"1","mohl","moci","12","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","",""
"1","vzhledem","vzhledem","13","O","","","Comprep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","14","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","linii","linie","15","O","","","","","","Dat","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","své","svůj","16","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","Yes","","Prs","Yes","","","","","","","","","","","","","","","","",""
"1","vnější","vnější","17","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","líce","líce","18","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","náležet","náležet","19","O","","","","","Imp","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","",""
"1","již","již","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","21","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vlastnímu","vlastní","22","O","","","","","","Dat","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","tělu","tělo","23","O","","","","","","Dat","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pilíře","pilíř","24","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nikoliv","nikoliv","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","k","k","27","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jeho","jeho","28","O","","","","","","","","","","","Masc,Neut","","","","","","","Sing","3","","Yes","","Prs","","","","","","","","","","","","","","","","","",""
"1","jižnímu","jižní","29","O","","","","","","Dat","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","zhlaví","zhlaví","30","O","","","","","","Dat","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Niveleta","niveleta","1","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","koruny","koruna","2","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dochovaného","dochovaný","3","O","","","","","","Gen","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","zdivá","zdivý","4","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","188","188","6","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","9","9","8","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","m","metr","9","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","odpovídá","odpovídat","11","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","horní","horní","12","O","","","","","","Dat","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ústupkem","ústupek","14","O","","","","Inan","","Ins","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","an*","an*","15","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","ené","ené","16","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","parti","part","17","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","18","B-nb","Volu-metric number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","19","I-nb","Volu-metric number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3406","3406","20","B-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","21","I-n_","Number expression (General)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","45","45","22","I-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zhlaví","zhlaví","23","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pilíře","pilíř","24","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nasazení","nasazení","1","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","","","",""
"1","spodní","spodní","2","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","cca","cirka","3","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","o","o","4","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","65","65","5","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","6","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","roze","roze","7","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","f","f","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","řené","řený","9","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","části","část","10","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","u","u","11","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
